Run,Reward,Success,Elimination
1046,-61.42,False,False
1047,29.5,True,True
1048,22.51,True,True
1049,-46.56,False,False
1050,-10.93,False,True
1051,-5.11,False,True
1052,-95.87,False,False
1053,57.07,True,True
1054,20.29,True,True
1055,-35.0,False,False
1056,-70.88,False,False
1057,30.11,True,True
1058,50.7,True,True
1059,-29.01,False,False
1060,62.41,True,True
1061,228.31,True,True
1062,77.52,True,False
1063,34.69,True,True
1064,-11.39,False,False
1065,20.01,True,True
1066,60.0,True,True
1067,-61.6,False,False
1068,-67.55,False,False
1069,0.4,True,True
1070,-107.45,False,False
1071,159.05,True,False
1072,9.8,True,True
1073,48.79,True,True
1074,-19.68,False,False
1075,-13.33,False,False
1076,150.61,True,False
1077,-36.12,False,False
1078,29.37,True,True
1079,9.16,True,True
1080,28.68,True,True
1081,60.91,True,True
1082,30.01,True,True
1083,44.51,True,True
1084,-102.49,False,False
1085,-53.22,False,False
1086,86.07,True,False
1087,209.85,True,True
1088,82.52,True,False
1089,29.49,True,True
1090,14.44,True,True
1091,79.79,True,True
1092,-32.17,False,False
1093,53.57,True,True
1094,-71.11,False,False
1095,62.18,True,False
1096,-30.21,False,False
1097,32.97,True,True
1098,123.15,True,False
1099,49.86,True,True
1100,-4.44,False,False
1101,202.06,True,True
1102,82.38,True,False
1103,73.99,True,True
1104,84.59,True,False
1105,-2.38,False,True
1106,3.8,True,True
1107,-72.24,False,False
1108,48.33,True,True
1109,-82.0,False,False
1110,-37.5,False,False
1111,-42.86,False,False
1112,57.3,True,True
1113,-30.4,False,False
1114,4.06,True,True
1115,-35.0,False,False
1116,119.12,True,False
1117,63.74,True,True
1118,33.36,True,True
1119,8.71,True,True
1120,-47.81,False,False
1121,55.23,True,True
1122,56.21,True,True
1123,5.08,True,False
1124,69.02,True,True
1125,44.56,True,True
1126,20.87,True,True
1127,39.48,True,True
1128,-94.91,False,False
1129,49.79,True,True
1130,31.75,True,True
1131,-27.33,False,False
1132,40.83,True,True
1133,97.94,True,False
1134,126.35,True,True
1135,-28.57,False,False
1136,-65.95,False,False
1137,-1.23,False,False
1138,141.94,True,False
1139,213.96,True,True
1140,112.65,True,False
1141,10.7,True,True
1142,-28.69,False,True
1143,-39.91,False,False
1144,-1.03,False,False
1145,-31.15,False,False
1146,-18.59,False,True
1147,-20.82,False,True
1148,133.96,True,False
1149,-16.88,False,True
1150,-107.77,False,False
1151,61.24,True,True
1152,-41.11,False,False
1153,26.74,True,True
1154,29.18,True,True
1155,52.48,True,True
1156,-61.17,False,True
1157,12.54,True,True
1158,32.66,True,True
1159,7.74,True,True
1160,-99.66,False,False
1161,-3.63,False,True
1162,116.21,True,False
1163,23.12,True,True
1164,30.18,True,True
1165,0.42,True,True
1166,2.75,True,True
1167,13.47,True,True
1168,32.59,True,True
1169,-94.68,False,False
1170,-33.47,False,False
1171,-29.99,False,False
1172,30.27,True,True
1173,-119.23,False,False
1174,134.46,True,False
1175,57.38,True,True
1176,219.47,True,True
1177,-72.62,False,False
1178,39.49,True,True
1179,-42.5,False,False
1180,148.86,True,False
1181,-76.36,False,False
1182,-64.09,False,False
1183,45.79,True,True
1184,52.56,True,True
1185,-62.97,False,False
1186,-37.65,False,False
1187,-14.36,False,True
1188,-99.89,False,False
1189,5.94,True,True
1190,-64.87,False,False
1191,119.36,True,False
1192,72.32,True,True
1193,-3.7,False,True
1194,-21.01,False,False
1195,51.76,True,True
1196,-111.44,False,False
1197,-43.93,False,False
1198,46.0,True,True
1199,-69.29,False,False
1200,-6.38,False,True
1201,120.06,True,False
1202,-139.38,False,False
1203,-84.32,False,False
1204,130.94,True,False
1205,-67.5,False,False
1206,-14.22,False,False
1207,-29.54,False,False
1208,-44.8,False,False
1209,-66.45,False,False
1210,-28.94,False,False
1211,40.39,True,True
1212,13.11,True,True
1213,-56.83,False,False
1214,46.17,True,True
1215,5.59,True,True
1216,-54.04,False,False
1217,199.22,True,True
1218,-33.34,False,False
1219,43.79,True,True
1220,12.58,True,True
1221,0.09,True,False
1222,-28.54,False,True
1223,-18.66,False,True
1224,-39.42,False,True
1225,92.28,True,False
1226,39.26,True,True
1227,-49.01,False,True
1228,46.23,True,True
1229,31.55,True,True
1230,31.85,True,True
1231,203.12,True,True
1232,38.19,True,True
1233,-25.62,False,False
1234,35.91,True,True
1235,-77.57,False,False
1236,148.56,True,False
1237,7.92,True,True
1238,162.72,True,False
1239,18.01,True,True
1240,-35.77,False,False
1241,35.0,True,True
1242,23.51,True,True
1243,9.27,True,True
1244,164.38,True,False
1245,14.05,True,True
1246,59.18,True,True
1247,2.67,True,True
1248,31.79,True,True
1249,49.1,True,True
1250,-25.2,False,False
1251,-88.55,False,False
1252,0.23,True,True
1253,10.05,True,True
1254,-88.56,False,False
1255,128.97,True,False
1256,-54.71,False,False
1257,94.03,True,False
1258,123.72,True,True
1259,234.93,True,True
1260,217.73,True,True
1261,-85.54,False,False
1262,24.74,True,False
1263,-102.55,False,False
1264,0.02,True,True
1265,119.65,True,True
1266,96.58,True,False
1267,-72.99,False,False
1268,10.46,True,True
1269,-65.57,False,False
1270,182.78,True,False
1271,-24.04,False,False
1272,-88.2,False,False
1273,59.98,True,True
1274,108.62,True,False
1275,20.62,True,True
1276,121.64,True,True
1277,-44.76,False,False
1278,-67.63,False,False
1279,31.86,True,True
1280,20.2,True,True
1281,67.02,True,True
1282,37.19,True,True
1283,14.58,True,True
1284,-30.48,False,False
1285,15.47,True,False
1286,27.12,True,True
1287,28.05,True,True
1288,-0.0,False,True
1289,7.78,True,True
1290,-40.04,False,True
1291,111.4,True,False
1292,70.02,True,True
1293,84.39,True,False
1294,50.2,True,True
1295,-4.35,False,True
1296,-39.2,False,False
1297,-45.47,False,False
1298,2.53,True,False
1299,12.26,True,True
1300,-35.28,False,True
1301,-0.44,False,False
1302,128.65,True,False
1303,-8.11,False,False
