Run,AvgReward,SuccessRate,ElimRate
6857,-77.49416666666666,5.0,32.0
6858,-14.11,33.666666666666664,38.0
6859,-33.28916666666667,24.333333333333332,27.5
6860,-41.6475,11.5,19.166666666666668
6861,26.88,59.0,35.666666666666664
6862,-81.1375,3.8333333333333335,21.833333333333332
6863,40.505,61.5,50.0
6864,1.3474999999999995,48.833333333333336,50.0
6865,34.847500000000004,54.0,19.666666666666668
6866,27.250833333333333,55.5,18.833333333333332
6867,5.4925,40.5,25.0
6868,12.0875,59.666666666666664,20.833333333333332
6869,28.705,55.5,15.833333333333334
6870,32.40083333333333,57.333333333333336,19.666666666666668
6871,-7.565,34.5,28.0
6872,107.09333333333335,91.83333333333333,15.333333333333334
6873,32.46666666666667,57.5,19.833333333333332
6874,-24.260833333333334,19.833333333333332,28.833333333333332
6875,-7.332499999999999,34.0,17.333333333333332
6876,-28.995,22.833333333333332,24.666666666666668
6877,-39.090833333333336,18.333333333333332,31.833333333333332
6878,-27.758333333333336,40.833333333333336,50.0
6879,8.0075,48.5,42.333333333333336
6880,-77.06583333333333,7.333333333333333,28.5
6881,-47.2875,12.666666666666666,22.0
6882,-57.14666666666667,10.333333333333334,27.333333333333332
6883,52.65833333333333,70.0,43.833333333333336
6884,-32.66416666666667,22.666666666666668,50.0
6885,-41.63666666666666,19.166666666666668,38.833333333333336
6886,-57.895,10.833333333333334,31.5
6887,-46.8325,16.5,21.5
6888,3.801666666666667,44.166666666666664,48.833333333333336
6889,135.71916666666667,99.66666666666667,3.5
6890,-16.385833333333334,27.333333333333332,24.666666666666668
6891,-42.45333333333333,14.833333333333334,31.833333333333332
6892,-56.89416666666667,13.833333333333334,16.5
6893,-22.691666666666666,20.333333333333332,23.666666666666668
6894,15.861666666666666,44.666666666666664,16.5
6895,-7.5625,30.666666666666668,22.833333333333332
6896,-42.434999999999995,23.5,32.666666666666664
6897,-34.77916666666667,23.5,42.666666666666664
6898,20.348333333333333,48.666666666666664,19.0
6899,-7.594999999999999,44.333333333333336,50.0
6900,-41.906666666666666,18.0,20.333333333333332
6901,-53.3375,13.5,45.333333333333336
6902,-5.550833333333333,32.333333333333336,25.833333333333332
6903,-43.160833333333336,14.5,22.5
6904,-31.02,25.333333333333332,23.0
